Bof ! Batterie nul !!!,"La face avant et arrière n’ont pas une griffeMais la batterie est à 79% et demande déjà « réparation » et le bouton latéral droit pour verrouiller fonctionne 1x sur 3, bref ça dépannera mais on ne m’y reprendra pas à acheter 2x",
Très satisfait de mon achat,"L appareil correspond à la description. Très bon état, il y a meme une protection d écran installée. Une rayure sur le cercle de protection de l objectif mais qui n est pas du tout genante.Le téléphone est arrivé avec 24h d avance, c est toujours très appréciable. L emballage est soigné. Les accessoires fonctionnent.Certains puristes regretteront que la batterie ne soit pas à 100% mais cela ne me gene pas et après 2 jours d utlisation j ai de meilleur performances qu avec mon iPhone 7.J ai mis beaucoup de temps à le lancer dans l achat d un téléphone reconditionné et je suis très satisfait aujourd hui. Je précise que j ai attendu une vente d un vendeur français","5,0 sur 5 étoiles"
iphone XR 64 go,"bon appareil, assez complet, de grand format,, son poids me semble un peu élevé après avoir utilisé un iphone SE, mais ce n'est pas le même forma......je suis très content de mon achat, le modèle reconditionné reçu étant impeccable et la batterie à 95%.merci au vendeur",
Conforme à mes attentes,"Absolument ravie, capacité de la batterie de 97% soit quasi neuve.Aucune rayure.","5,0 sur 5 étoiles"
Bruit anormal,A réception du téléphone bruit anormal à l'intérieur et au bout de quelques jours le téléphone ne chargé plus ..Retour effectué le 14/10/22 à ce jour toujours aucune nouvelle..,
Pas top,Le verre de l iPhone plein de petite rayure dessus pour le prix c est inadmissible son  emballage  pas terrible même pas un film de protection sur écran  la boîte est pas origine  le tel pas bien calé pour le transport sinon la livraison c est bien passé  dans les temps mais dessus par le téléphone avec c est rayures,
la fonctionnalité - le son est inaudible,"j'ai dû demander un retour. la qualité des appels sont inaudibles - tous les appels sont annones et entrecoupés La sonnerie fonctionne une fois sur 2, j'ai pleins d'appels en abscences.",
Ras,"Reçu depuis quelques jours reçu avec 91% de batterie, quelques petites tache de décoloration au niveau du chargeur mais sinon le téléphone et dans un état irréprochable, reçu avec un verre trempé déjà déçu 👌",
iPhone XR reconditionné,"Bonjour,Très heureux !Je viens de recevoir mon iPhone XR reconditionné. État impeccable, pas de rayures sur l’écran !D’autre part, ce qui est formidable , c’est qu’il a été livré en moins de 48h00!Le bémol, c’est que la batterie n’est qu’à 96%!À bientôt",
Écran tactile non conforme,Téléphone reconditionné. En très bon état en apparence.La garantie me permet très facilement de retourner l’article défectueux. Pas d’échange possible mais un remboursement est possible que j’attends depuis plusieurs semaine.Contact avec le vendeur à revoir…,
Au top,"Impeccable avec tout les accessoires dont une coque,  en plus j’ai commandé un 64g j’ai reçu un 128g la batterie es à 91%. Mon fils est ravi 🤩 micro rayures sur l’écran je pense qu’avec un verre trempé elle ne se verra plus, merci je recommande","5,0 sur 5 étoiles"
Parfait !!!!! SAUF LES CÔTÉ DU TÉLÉPHONE ILS SON TOUT PLEIN DE COUP 😐,parfait !Sauf les côté du téléphone 😐 ils son tout plein de coup !!!,
La batterie n'est pas reconditionner ...,J'ai reçu un iPhone dit en excellent état sauf que ... la batterie est a 82% soit 2% avant le seuil prévu par Apple pour changer la batterie... et j'ai un doute sur la qualité du reconditionneur !,
les iPhone et super mais je mi ma carte sim free et ça marche pas,super mais je trouve ça insolent que ma carte sim free ne marche pas dans cette iPhone xr,
ETAT DU TELEPHONE,"L'état du téléphone déclaré par le vendeur comme en parfait état, laisse à désirer. Le téléphone présente des poques à divers endroit, et l'appareil photo, l'annonce vendeur annonçait pourtant trace non visible à vu d'œil.Une coque fait l'affaire mais je suis déçue de son état. Surtout que j'ai eu le choix et que j'ai pris le plus chère pour justement éviter ce genre de problème. Si j'avais su, j'aurai pris le téléphone proposé en état correct à presque 100 euros de moins.Geste commercial du vendeur à hauteur de 15 euros.A voir avec le temps, pour l'instant il fonctionne hormis la batterie qui se décharge très vite.",
Top achat,"Vraiment un bon produit, super, comme neuf ! Merci","5,0 sur 5 étoiles"
problème de tactile très importent,"bonjour suite a mon achat d'un iPhone xr j""ai que des problème avec le tactile je suis toujours obliger de retourner a l""ecran de verouillage alors que le téléphone et état correcte sur vote site et que j'ai aucun papier et je les quand même acheté 300e donc j'aimerai avoir un geste commerciale cordialement monsieur Guilmot Dylan",
le chargeur est de très mauvaise qualité et m’a laché,"le téléphone est parfait, il est arrivé avec 100% de batterie et sans égratignure mais le chargeur m’a lâcher pendant une soirée!! heureusement que j’en avais un autre de secouer dans ma voiture!",
C bon,"Pour le moment aucun soucis pour le Xr recondicionné, stockage ram .. identique à l'annonce du produit","5,0 sur 5 étoiles"
Bien,"Téléphone reçu en moins de 24h !Les seuls points négatifs constatés sont la capacité maximale de la batterie de 91% et les micro-rayures sur l’écran. Rien d’étonnant pour un téléphone reconditionné !  A part ces éléments, tout fonctionne correctement (en particulier le tactile et micro 👌🏼) . Je compléterai ce commentaire après quelques jours d’utilisation.",
iPhone 📱XR,Intéressant bien iPhone XR j’aime bien 🤩,"5,0 sur 5 étoiles"
Etat quasi neuf !,"Etat du smartphone vraiment impeccable. Aucunes rayures, état quasiment neuf. Capacité de batterie à 100%. Livré avec des écouteurs.A voir dans le temps, mais j'étais franchement réticent à me lancer sur un reconditionné et pour le coup je ne regrette absolument pas mon achat. Cette évaluation concerne le vendeur Jifou.","5,0 sur 5 étoiles"
Un téléphone a un prix très raisonnable,"Conforme à mes attente . Attention n’arrive pas dans son emballage d’origine, mais très bien emballé","5,0 sur 5 étoiles"
Tres bon produit,Première fois que je commande un téléphone reconditionné.  Pas du tous dessus . Correspond exactement à mes attente,
Sérieux,Rapport qualité prix,
Au top,R A S,"5,0 sur 5 étoiles"
Appareil non fiable,"Un premier iphone XR reçu mais impossible de l'utiliser car le stabilisateur ne fonctionnait pas et les photos étaient donc troubles. Un second appareil reçu après plus d'une semaine d'échanges et au bout de 48 heures l'écran devient noir et impossible de le redémarrer.  J'ai pourtant acheté un appareil avec un ""excellent état"" . Certainement des appareils qui sont reconditionnés avec des pièces de mauvaise qualité et qui lâche tout de suite. Je déconseille",
batterie qui gonfle,"bonjour,j ai acheter le téléphone en aout et 4 mois après la vitre de devant et de derrière se décolle ...et le téléphone se coupe quand il reste 30 a 40 % de batterieje pense que c est la batterie qui doit gonfler, elle deviens défectueuses et décoller des vitresj ai fait une demande de prise en charge au près du vendeur j attend le retour .même si c est du reconditionner en 4 mois un téléphone a 400# je trouve cela vraiment abusé !!j espère que le vendeur est attentifs er réactif a ce sujet .",
Parfait !,"Le produit multimédia n'a pas pu être chargé.
                



 J’aime beaucoup ma commande, je suis satisfaite ! Je vous recommande cet article ! Il chauffe pas beaucoup, il prend un peu de temps à charger mais je pense que c’est l’habitude. Je l’ai reçu sans aucune rayure, et le vendeur répond très vite à vos messages",
Satisfaite,"Téléphone en très bon état, vitre protégée, batterie à 87%C’est dans les critères rien à dire , mon fils est content","5,0 sur 5 étoiles"
Ghost screen et batterie en surchauffe dès le 2 ème jour d’utilisation,"Premier téléphone reconditionné acheté Amazon. Je remarque très rapidement que mon écran bougeait tout seul, comme si on cliquait sur le haut de l’écran. Je l’ai remarqué dès le 2 eme jour d’utilisation. Par ailleurs, quand je mettais le téléphone à charger, ET la batterie chauffait énormément, ET le boîtier également.Petite note: le câble reçu avec le téléphone était endommagé.Malgré des tests avec un chargeur d’origine Apple, la batterie surchauffait toujours. J’ai donc retourné mon article.Edit : le retour ne s'est pas effectué correctement, apparemment ils auraient reçu le mauvais modèle. Du coup pas de remboursement ni de téléphone. Arnaque à éviter !!!Petit plus : l’article est arrivé rapidement et le contenant est tout à fait acceptable. Pas de rayures visibles sur le téléphone.",
Très satisfaite de mon achat,"Arrivé en très bon état, avec vitre de protection déjà posée ! Il n'y a pas d'écouteurs dans la boîte mais ça ne me pose pas de problème puisque j'ai déjà les miens.Aucune rayure, aucun impact.Je n'ai pas mis la dernière étoile car j'attends de voir s'il fonctionne sur la durée !Si j'y pense je ferai une update dans quelques temps.",
bien reconditionné,bien reconditionné et bonne qualité,
Au top,"Rien à dire, être parfait, pas de rayures ni de coup, fonctionne impeccable !","5,0 sur 5 étoiles"
1 chance sur 2,"État non excellent… énormément rayée.État de la batterie 85%, pas 95 comme annoncé. Fonctionne bien mais déçu",
Piteux état,"Le téléphone était qualifié ""excellent état "" et pourtant il était détérioré et très sale ! Absolument pas reconditionné et même pas nettoyé !",
Produit en mauvais état,Le grade n'est pas précisé. Reçu téléphone griffé de partout avec éclats sur la coque et au niveau de la batterie. Écran plein de traces de doigts. Je l'ai renvoyé aussitôt.,
Quelques défauts seulement,Bonus :- arrivé 1 jour plus tôt en période de confinement.- excellent état presque comme neuf pour un reconditonné.- plusieurs accessoires fournis.Malus :- emballé dans une boîte très très peu esthétique.- fournis sans écouteur évidemment.- quelques rayures visible à + 20cm ( 2 poques ).Pour le prix 4/5.,
Parfait !,"Reçu très rapidement par Chronopost et bien emballé. Fourni avec des écouteurs + adapteur + câble.J'ai testé la réactivité du SAV car le lendemain de la livraison mon iPhone c'est arrêté d'un coup sans que je puisse le redémarrer. J'ai contacté le sav et j'ai tout de suite reçu un mail avec une procédure de renvoi gratuit.Finalement pas besoin de renvoi, l'IPhone s'était arrêté à cause du froid (-5°) et j'ai fini par réussir à le redémarrer.A noter : le téléphone n'a absolument aucune rayure, ni aucun défaut d'usure. :o)","5,0 sur 5 étoiles"
Batterie a changer,Quel ne fut pas ma surprise de constater une performance d’etat de batterie a 83% alors que je l’ai payé le téléphone près de deux fois le prix d’un occasion 😡Je peut juste la faire changerarnaque a fuir,
iPhone comme neuf,"Alors vraiment super contente car pour un iPhone reconnditinné est comme neuf écran et coque Nickel seul la peinture est légèrement écaillé au niveau du connecteur  Il a été livré avec une protection en silicone transparente et un verre trempé, moi qui avait prévu la coque et le verre j’ai tout renvoyé pour me faire rembourser. Niveau de la batterie est à 92% rien à redire  Moi qui suis plutôt Androïd j’ai voulu te réessayer un iPhone et vraiment conquis . Ne pas hésiter pour commander chez ce vendeur je le recommande et d’ailleurs je repasserai par lui pour mon prochain téléphone.","5,0 sur 5 étoiles"
FUIR !!!,"Le téléphone a marché durant 5min (le temps de creer une adresse et de se connecter) avant de ne plus du tout fonctionner et être détecté, le vendeur refuse le remboursement, vraiment fuyez",
Pas de boîte,"Il fonctionne mais l’iPhone est arrivé dans un colis, sans boîte pour le protéger. Il était juste dans un simple papier bulle! Pour un iPhone à 500€ Il serait préférable qu’il soit dans une boîte pour être vraiment protégé !",
hyper satisfait du produit,"au début j'ai acheté chez backmarket, ""comme tout le monde"", mon appareil à 762 eurs arrive avec le tactile en panne ... repart chez eux, revient chez moi ... je perds 15 jours ! et un autre m'est livré avec l'écran rayé sur 5 cm ... je fait une réclamation et on me propose un avoir de 20 euros en dédomagement ! ça faisait bien 40 ans que personne ne s'était moqué de moi autant, j'ai donc renvoyé chez backmarket et demandé le remboursement ! j'ai commandé chez amazon et la j'ai reçu un super téléphone MERCI !","5,0 sur 5 étoiles"
iPhone en panne au bout de 3 semaines,L’iPhone ne s’allume plus au bout de 3 semaines .Je l’ai acheté pour ma fille à noël !Les boules …………:Bien sûr en négociation avec le SAV maintenant…… la galère !,
Sérieux,"Le sérieux habituel d'Amazon est au RVL'Iphone (pour l'instant) est très bien, conforme à ce que nous attendions",
iPhone XR,Ce téléphone a un soucis de tactile lors de la réception j’ai comme de la colle qui dépassais a la jonction de l’écran et de l’arrière du téléphone,
fonctionne comme neuf et semble neuf Désolé mais ce n est pas le cas,Nombreuses traces d usures aussi bien sur la face avant que sur la face arrière du téléphoneCertes il y a un protège écran mais sur les cotés ce n'est parfaitDe plus il faut à l'usure voir si la batterie est performante,
parfait,"niquel tout marche , aucune rayure et produit conforme","5,0 sur 5 étoiles"
A fuir,"après 10 mois , problème de batterie , s éteint , ne charge plus . Nous l avons renvoyé mais c’est derniers on refusé de prendre en charge la réparation prétextant que l écran était cassé ( un écran cassé et une batterie qui ne charge plus …ou est le rapprochement ? ….Bref ….la réexpédition du produit est extrêmement longue , étant notre outil de travail nous avons voulu gagner du temps et aller directement dans leur locaux le chercher mais il nous a été indiqué qu il était en cours de réexpédition…cela fait 8 jours et n est toujours envoyé !!!!! Scandaleux . A fuir",
Meilleur téléphone re conditionner que j’ai eu,"Autonomie de la batterie incroyable, aucune trace d’usure le jour ou je l’ai reçu, l’emballement était parfait franchement au top, merci !!","5,0 sur 5 étoiles"
Neuf à l’intérieur mais pas à l’extérieur,"Bonjour,J’ai acheté un iPhone XR blanc 128go reconsitionné a neuf mais celui présente des impacts aux 4 coins de l’appareil.Il fonctionne très bien et la batterie est 100% fonctionnel mais avec un appareil endommagé sur les coins, ce n’est pas un appareil complètement reconditionne neuf .J’ai envoyé un message au vendeur pour trouver une solution. A ce prix là, il est tout à fait légitime quil soit exactement comme le description le définit : neuf d’apparence et dans les composant.Merci pour votre retour.",
Comme neuf,"Mise à jour Juin 2021: L'appareil se comporte toujours parfaitement, très bonne tenue de la batterie.---------------------------------l'iphone XR est le meilleur téléphone que j'ai possédé. Acheté voici 2 ans, il est toujours aussi performant. J'apprécie son grand écran, sa solidité (aucune rayure ni sur la coque ni sur l'écran, sans aucune protection), sa fluidité. Je viens d'acheter le même modèle pour mon fils chez ce vendeur. L'appareil est comme neuf, avec film protecteur coque et écran. A un prix imbattable.Je recommande.","5,0 sur 5 étoiles"
Article conforme à la description,Téléphone parfait tout est bien.,"5,0 sur 5 étoiles"
Envoi de téléphone défectueux. Pas sérieux.,"Ce vendeur (MOONENERGY) se permet de m'envoyer un téléphone dont le son n'a pas été vérifié. Son extrêmement faible même avec tous les réglages poussés à fond. Ce même téléphone a été envoyé avec une batterie capacité à 83% donc proche du remplacement préconisé à 80%. Attention, en cas de retour (approuvé par Amazon) il est toutefois à vos frais (j'ai payé 7,45€). Ce n'est pas tout : 12 jours après le renvoi, je ne suis toujours pas remboursé de ma dépense de 289€. Fuyez ce vendeur pas sérieux.Heureusement j'ai pu bénéficier de la garantie Amazon A à Z, le téléphone et les frais m'ont été remboursés.Merci Amazon !",
Gros problème,je déconseille probleme de face id au bout de 2 mois et écran qui se décolle,
